Date,ConnType,ConnDetails,Lat,Lon,Download,DownloadBytes,Upload,UploadBytes,Latency,ServerName,InternalIp,ExternalIp,Is SpeedTest VPN
2023-08-06 08:02,Cell,"T-Mobile NR",33.919842,-118.326706,972111,1665883432,87495,128121091,14,"Los Angeles, CA","2607:fb91:8890:ce50:d4e2:c78b:84f0:a188","2607:fb91:8890:ce50:d4e2:c78b:84f0:a188",No
2023-08-06 08:00,Cell,"T-Mobile NR",33.920085,-118.326486,987523,1740552470,72942,84412723,15,"Los Angeles, CA","2607:fb91:8890:ce50:d4e2:c78b:84f0:a188","2607:fb91:8890:ce50:d4e2:c78b:84f0:a188",No
2023-08-05 20:00,Cell,"T-Mobile LTE",34.009270,-118.497845,5137,7239620,4326,6524681,27,"Torrance, CA","2607:fb91:8894:121d:6d34:88f3:243f:f9d8","2607:fb91:8894:121d:6d34:88f3:243f:f9d8",No
2023-08-05 20:00,Cell,"T-Mobile LTE",34.009301,-118.497533,9563,12792684,8812,9398850,27,"Torrance, CA","2607:fb91:8894:121d:6d34:88f3:243f:f9d8","2607:fb91:8894:121d:6d34:88f3:243f:f9d8",No
2023-08-05 19:54,Cell,"T-Mobile NR",34.008676,-118.498285,661532,646703156,52811,88809425,8,"Torrance, CA","2607:fb91:8887:1401:c6e:65f2:7d68:15e8","2607:fb91:8887:1401:c6e:65f2:7d68:15e8",No
2023-08-05 19:49,Cell,"Verizon NRNSA",34.008765,-118.498222,340547,594965675,63990,107635683,50,"Los Angeles, CA","100.69.41.168","38.99.92.89",No
2023-08-05 19:24,Cell,"T-Mobile NRNSA",34.009452,-118.497307,277628,302499008,22363,36700344,18,"Los Angeles, CA","2607:fb91:388:8d99:405:c7da:3fba:d0b1","2607:fb91:388:8d99:405:c7da:3fba:d0b1",No
2023-08-05 17:46,Cell,"T-Mobile NRNSA",34.024362,-118.485652,714087,1263419059,53077,61122410,13,"Los Angeles, CA","2607:fb90:ed29:1562:b5e9:78a8:2927:f985","2607:fb90:ed29:1562:b5e9:78a8:2927:f985",No
2023-08-05 09:15,Cell,"T-Mobile NR",33.916990,-118.353807,489960,860501909,40500,67405136,19,"Los Angeles, CA","2607:fb91:88a8:4d5b:f597:ef3b:bff:9d0c","2607:fb91:88a8:4d5b:f597:ef3b:bff:9d0c",No
2023-08-04 22:09,Cell,"T-Mobile NR",34.062132,-118.298097,279681,278209744,20003,35230390,29,"El Monte, CA","2607:fb91:88a8:4d5b:f597:ef3b:bff:9d0c","2607:fb91:88a8:4d5b:f597:ef3b:bff:9d0c",No
2023-08-04 18:14,Cell,"T-Mobile NR",33.917596,-118.353829,326473,335306780,14416,10288624,15,"Los Angeles, CA","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e","172.58.208.162",No
2023-08-04 15:03,Cell,"T-Mobile NRNSA",34.082079,-118.378685,140919,152726231,13178,22422518,26,"Los Angeles, CA","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e",No
2023-08-04 13:56,Cell,"T-Mobile NR",34.083281,-118.343183,987124,1744433728,73357,99431285,17,"El Monte, CA","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e",No
2023-08-04 13:16,Cell,"T-Mobile NR",34.062661,-118.238167,864501,1493670380,87659,125557919,18,"El Monte, CA","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e",No
2023-08-04 12:33,Cell,"T-Mobile NR",34.062553,-118.238380,886475,1206288796,52188,34174322,13,"El Monte, CA","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e","2607:fb91:888c:1261:d9b0:17d4:f0b9:fc3e",No
2023-08-04 02:17,Cell,"T-Mobile NRNSA",44.643265,-123.057488,259635,317816020,4127,5947492,14,"Portland, OR","2607:fb90:3381:fd96:1934:6594:3d47:659d","2607:fb90:3381:fd96:1934:6594:3d47:659d",No
2023-08-04 01:47,Cell,"T-Mobile NR",44.560480,-123.260641,722380,1046994086,27018,14940879,19,"Portland, OR","2607:fb90:3381:fd96:1934:6594:3d47:659d","2607:fb90:3381:fd96:1934:6594:3d47:659d",No
2023-07-25 17:54,Cell,"T-Mobile LTE",44.563473,-123.277938,51628,66135296,26441,47065384,28,"Portland, OR","2607:fb90:330d:b71a:5dd7:30d3:280:76ed","2607:fb90:330d:b71a:5dd7:30d3:280:76ed",No
2023-07-25 17:50,Cell,"T-Mobile NR",44.563481,-123.277896,224393,243611652,5720,10194560,23,"Portland, OR","2607:fb90:330d:b71a:5dd7:30d3:280:76ed","2607:fb90:330d:b71a:5dd7:30d3:280:76ed",No
2023-07-25 17:49,Cell,"Verizon NRNSA",44.563477,-123.277948,83451,120363339,676,983120,65,"Scio, OR","100.68.61.68","38.99.92.80",No
2023-07-23 19:19,Cell,"T-Mobile NR",44.562084,-123.269186,260247,325123872,6837,3072904,16,"Portland, OR","2607:fb90:3328:757e:3ca4:352e:76a0:84c3","2607:fb90:3328:757e:3ca4:352e:76a0:84c3",No
2023-07-23 19:18,Cell,"Verizon LTE",44.562032,-123.269161,17521,22428860,726,1160267,78,"Lebanon, OR","100.71.59.21","38.99.92.90",No
2023-07-20 22:21,Cell,"T-Mobile NR",44.562047,-123.269241,122423,169137638,4769,6049434,19,"Portland, OR","2607:fb90:332d:1d1e:a988:9811:15a4:1b58","2607:fb90:332d:1d1e:a988:9811:15a4:1b58",No
2023-07-17 22:10,Wi-Fi,": Dumbass and the Bitch",44.562055,-123.269253,423490,632841621,515824,285758215,7,"Stayton, OR","192.168.86.30","173.240.196.2",No
2023-07-15 14:32,Cell,"T-Mobile NR",44.562700,-123.260688,652728,879485346,16443,7366020,18,"Portland, OR","2607:fb90:339f:11b9:e9c5:3e2c:2cc:4905","2607:fb90:339f:11b9:e9c5:3e2c:2cc:4905",No
2023-07-14 23:30,Cell,"T-Mobile NRNSA",44.562070,-123.269257,192566,336327689,884,1412489,28,"Portland, OR","2607:fb90:338e:3010:70f5:7409:9751:e397","2607:fb90:338e:3010:70f5:7409:9751:e397",No
2023-07-09 13:09,Cell,"T-Mobile NR",44.565903,-123.264296,675760,842782928,43044,43220915,18,"Portland, OR","2607:fb90:332e:c58a:7918:1c75:fa59:acdf","2607:fb90:332e:c58a:7918:1c75:fa59:acdf",No
2023-07-07 10:36,Cell,"T-Mobile NR",44.565143,-123.293739,6115,8093864,133,223395,30,"Portland, OR","2607:fb90:3399:94f3:c0db:af38:4959:c05d","2607:fb90:3399:94f3:c0db:af38:4959:c05d",No
2023-07-04 18:24,Cell,"T-Mobile NR",44.562069,-123.269292,202372,353211506,3560,5223584,20,"Portland, OR","2607:fb90:3315:48e:75b8:4dcc:58da:bd7b","2607:fb90:3315:48e:75b8:4dcc:58da:bd7b",No
2023-07-01 15:22,Cell,"T-Mobile NR",44.562132,-123.269136,206881,272290141,4122,6927483,21,"Portland, OR","2607:fb90:338e:a86a:5973:fa95:e83f:56fd","2607:fb90:338e:a86a:5973:fa95:e83f:56fd",No
2023-07-01 15:13,Cell,"T-Mobile LTE",44.561909,-123.269338,72003,73907154,794,1613840,34,"Portland, OR","2607:fb90:33a5:102:3196:43d8:bef3:2f30","2607:fb90:33a5:102:3196:43d8:bef3:2f30",No
2023-06-25 20:11,Cell,"T-Mobile NRNSA",44.562333,-123.269521,72719,124448366,1698,2497337,31,"Portland, OR","2607:fb90:3326:4742:5598:e6f0:320d:eab7","2607:fb90:3326:4742:5598:e6f0:320d:eab7",No
2023-06-25 20:11,Cell,"T-Mobile LTE",44.562333,-123.269521,55612,66046795,3579,5396259,24,"Portland, OR","2607:fb90:3326:4742:5598:e6f0:320d:eab7","2607:fb90:3326:4742:5598:e6f0:320d:eab7",No
2023-06-25 19:06,Cell,"T-Mobile NR",44.561635,-123.269065,56163,81494404,6315,10752876,21,"Portland, OR","2607:fb90:3326:4742:5598:e6f0:320d:eab7","2607:fb90:3326:4742:5598:e6f0:320d:eab7",No
2023-06-22 13:20,Cell,"T-Mobile NR",47.608695,-122.339741,39593,48490826,249,357048,18,"Bothell, WA","2607:fb91:15a3:997:1152:bce4:fd74:c805","2607:fb91:15a3:997:1152:bce4:fd74:c805",No
2023-06-22 07:06,Cell,"T-Mobile NR",47.432712,-122.296040,327762,201938123,21696,37957266,18,"Bothell, WA","2607:fb91:1588:1264:2433:6fdb:6fff:425b","2607:fb91:1588:1264:2433:6fdb:6fff:425b",No
2023-06-21 23:36,Cell,"T-Mobile NR",47.432594,-122.296050,546376,910387988,11255,20957347,18,"Bothell, WA","2607:fb91:1503:9491:1472:5a8c:ebca:dfd3","2607:fb91:1503:9491:1472:5a8c:ebca:dfd3",No
2023-06-21 13:30,Cell,"T-Mobile NR",45.537651,-122.590836,524860,638993967,26475,31546359,9,"Portland, OR","2607:fb90:3307:e37b:c5bb:aea8:e227:9f24","2607:fb90:3307:e37b:c5bb:aea8:e227:9f24",No
2023-06-21 11:55,Cell,"T-Mobile NR",45.604781,-122.705072,236430,259722067,17202,28700024,18,"Portland, OR","2607:fb90:3307:e37b:c5bb:aea8:e227:9f24","172.56.152.190",No
2023-06-20 14:49,Cell,"T-Mobile NR",45.442910,-122.745356,471919,632442217,7034,10279035,14,"Portland, OR","2607:fb90:33a9:3314:89df:7fab:bbfb:d4f3","2607:fb90:33a9:3314:89df:7fab:bbfb:d4f3",No
2023-06-20 13:15,Cell,"T-Mobile NR",45.010864,-122.994790,726583,1236129971,24960,36875250,17,"Portland, OR","2607:fb90:330b:1096:1df0:cc66:24f4:876","2607:fb90:330b:1096:1df0:cc66:24f4:876",No
2023-06-16 20:48,Wi-Fi,"SSID: castelton guest",44.611152,-123.120692,32062,55136944,14113,8689008,13,"Portland, OR","192.168.2.13","76.27.226.36",No
2023-06-15 21:18,Cell,"T-Mobile LTE",44.611145,-123.120597,15754,21583633,614,886368,69,"Portland, OR","2607:fb90:3308:2bde:91c3:36b3:c3cf:2640","2607:fb90:3308:2bde:91c3:36b3:c3cf:2640",No
2023-05-31 13:49,Cell,"T-Mobile NR",44.588067,-123.252459,543830,971195346,51450,59777220,18,"Portland, OR","2607:fb90:3392:4c1c:c869:2d7d:3d5a:ea02","2607:fb90:3392:4c1c:c869:2d7d:3d5a:ea02",No
2023-05-29 19:06,Cell,"AT&T NRNSA",44.898756,-123.040432,346163,475507537,27750,24769142,37,"Bothell, WA","2600:381:4c2f:af1f:5db1:e9dd:ae67:e408","2600:381:4c2f:af1f:5db1:e9dd:ae67:e408",No
2023-05-29 18:59,Cell,"T-Mobile NR",44.898742,-123.040169,3169,5089584,902,1533432,16,"Portland, OR","2607:fb90:3322:d97b:e0da:9127:71ea:1262","2607:fb90:3322:d97b:e0da:9127:71ea:1262",No
2023-05-29 18:59,Cell,"AT&T NRNSA",44.898744,-123.040014,377777,546469040,56996,76507067,42,"Bothell, WA","2600:381:4c2f:af1f:e94e:cc45:afdd:2921","2600:381:4c2f:af1f:e94e:cc45:afdd:2921",No
2023-05-29 18:55,Cell,"AT&T NRNSA",44.881297,-123.029674,476893,774118201,44140,74130308,32,"Bothell, WA","2600:381:4c2f:af1f:e94e:cc45:afdd:2921","2600:381:4c2f:af1f:e94e:cc45:afdd:2921",No
2023-05-28 10:45,Cell,"T-Mobile NRNSA",44.562159,-123.269408,653347,994372566,35734,20845084,33,"Portland, OR","2607:fb90:3329:5696:b517:b91b:ccb9:8a2b","2607:fb90:3329:5696:b517:b91b:ccb9:8a2b",No
2023-05-27 13:22,Cell,"T-Mobile NR",45.248968,-122.767395,652587,1191387821,30257,33803889,10,"Portland, OR","2607:fb90:3329:5696:ddea:aa58:9630:60dc","2607:fb90:3329:5696:ddea:aa58:9630:60dc",No
2023-05-27 13:04,Cell,"AT&T NRNSA",45.254073,-122.765949,14948,21328932,512,904692,35,"Bothell, WA","2600:381:9221:f80d:9c7b:96df:2540:824b","2600:381:9221:f80d:9c7b:96df:2540:824b",No
2023-05-27 13:03,Cell,"T-Mobile NRNSA",45.254233,-122.766105,304551,381024004,7137,10773064,34,"Portland, OR","2607:fb90:3329:5696:a5ea:5fa0:35d4:a085","2607:fb90:3329:5696:a5ea:5fa0:35d4:a085",No
2023-05-27 09:56,Cell,"T-Mobile NRNSA",44.481791,-123.295097,455674,633223538,13730,23194440,13,"Portland, OR","2607:fb90:339e:71ec:95d9:4bca:f547:b2ac","2607:fb90:339e:71ec:95d9:4bca:f547:b2ac",No
2023-05-27 09:20,Cell,"T-Mobile NRNSA",44.503083,-123.285011,583951,606022463,86417,105386810,13,"Portland, OR","2607:fb90:339e:71ec:95d9:4bca:f547:b2ac","2607:fb90:339e:71ec:95d9:4bca:f547:b2ac",No
2023-05-25 19:13,Cell,"T-Mobile NRNSA",44.561664,-123.278426,634638,905444883,29262,47887802,18,"Portland, OR","2607:fb90:3382:c620:99b:5915:5d1a:d7a9","2607:fb90:3382:c620:99b:5915:5d1a:d7a9",No
2023-05-19 17:37,Cell,"T-Mobile LTE",44.565003,-123.277605,66774,102091866,18925,28215842,18,"Portland, OR","2607:fb90:3305:72ce:a0db:b3c9:a130:56bc","2607:fb90:3305:72ce:a0db:b3c9:a130:56bc",No
2023-05-19 17:31,Cell,"T-Mobile LTE",44.565239,-123.278725,49129,87177281,18535,30760585,18,"Portland, OR","2607:fb90:3305:72ce:a0db:b3c9:a130:56bc","2607:fb90:3305:72ce:a0db:b3c9:a130:56bc",No
2023-05-18 13:19,Cell,"AT&T LTE",44.564907,-123.277302,2244,3091126,325,546178,44,"Bothell, WA","2600:381:4c17:605e:b939:9279:c18b:ea94","2600:381:4c17:605e:b939:9279:c18b:ea94",No
2023-05-14 19:31,Cell,"AT&T NRNSA",44.557575,-123.280257,16817,23858290,7730,8963855,31,"Bothell, WA","2600:381:4c06:6bb:2c8b:5f1d:e5df:6935","2600:381:4c06:6bb:2c8b:5f1d:e5df:6935",No
2023-05-14 12:50,Cell,"T-Mobile NR",44.567043,-123.260547,622873,543585333,29851,23911205,23,"Portland, OR","2607:fb90:3390:1581:f04a:e175:d17b:ff16","2607:fb90:3390:1581:f04a:e175:d17b:ff16",No
2023-05-09 18:07,Cell,"AT&T NRNSA",44.567000,-123.279072,86571,149559639,13341,15518238,44,"Bothell, WA","2600:381:4c1e:7f46:c8bc:ad19:29eb:6fd9","2600:381:4c1e:7f46:c8bc:ad19:29eb:6fd9",No
2023-05-07 12:03,Cell,"T-Mobile NR",44.563750,-123.262610,305357,492680720,43438,58931445,18,"Portland, OR","2607:fb90:331a:e3cc:256c:9c9b:b236:d33b","2607:fb90:331a:e3cc:256c:9c9b:b236:d33b",No
2023-05-06 18:53,Cell,"T-Mobile LTE",44.564818,-123.278942,109509,112291152,8805,14049512,23,"Portland, OR","2607:fb90:338f:539:8871:4132:570d:bef8","2607:fb90:338f:539:8871:4132:570d:bef8",No
2023-05-04 22:23,Cell,"T-Mobile LTE",44.557594,-123.279383,37929,54483876,1533,2481314,26,"Portland, OR","2607:fb90:339c:869:2c8e:da96:ee0a:f795","2607:fb90:339c:869:2c8e:da96:ee0a:f795",No
2023-05-03 17:35,Cell,"T-Mobile NRNSA",45.518320,-122.676571,567048,863603538,3743,6377072,15,"Portland, OR","2607:fb90:3305:1890:f102:d3c8:f479:5f3d","172.56.152.173",No
2023-05-03 14:23,Cell,"AT&T NRNSA",45.526508,-122.582895,47087,79071112,5391,8903011,35,"Bothell, WA","2600:381:9215:53c9:a8bf:44f7:e02f:124e","2600:381:9215:53c9:a8bf:44f7:e02f:124e",No
2023-05-03 14:23,Cell,"T-Mobile NR",45.526301,-122.583149,567770,552332724,64870,72310681,14,"Portland, OR","2607:fb90:3304:6b42:b410:5ae2:5a32:f3dc","2607:fb90:3304:6b42:b410:5ae2:5a32:f3dc",No
2023-05-03 13:39,Cell,"T-Mobile NR",45.525927,-122.583450,578995,728315722,57940,70855560,14,"Portland, OR","2607:fb90:3304:6b42:b410:5ae2:5a32:f3dc","2607:fb90:3304:6b42:b410:5ae2:5a32:f3dc",No
2023-05-03 11:56,Cell,"AT&T NRNSA",45.512096,-122.633910,181600,279495366,9653,16405972,23,"Bothell, WA","2600:381:9215:53c9:2da8:76f8:3:9e82","2600:381:9215:53c9:2da8:76f8:3:9e82",No
2023-04-29 18:27,Cell,"T-Mobile NR",44.559207,-123.278540,101239,167511668,669,1151220,21,"Portland, OR","2607:fb90:332b:51dc:2587:2d3a:4251:87fb","2607:fb90:332b:51dc:2587:2d3a:4251:87fb",No
2023-04-29 14:57,Cell,"T-Mobile NR",44.632882,-123.104340,100778,162894570,170,306336,19,"Portland, OR","2607:fb90:33a9:17fb:406d:bfee:dfdb:7717","2607:fb90:33a9:17fb:406d:bfee:dfdb:7717",No
2023-04-28 20:34,Cell,"AT&T LTE",44.561967,-123.276360,4132,5210276,392,608280,38,"Turner, OR","10.75.14.83","107.122.84.98",No
2023-04-28 20:33,Cell,"T-Mobile LTE",44.562046,-123.276491,26910,22702552,14325,17928205,17,"Portland, OR","2607:fb90:338b:ebf4:c488:83c4:f411:5ddc","2607:fb90:338b:ebf4:c488:83c4:f411:5ddc",No
2023-04-26 18:50,Cell,"AT&T LTE",44.567006,-123.279067,48367,67960916,26134,39967317,39,"Bothell, WA","2600:381:4c21:71af:6129:e896:edb2:7828","2600:381:4c21:71af:6129:e896:edb2:7828",No
2023-04-24 08:58,Cell,"T-Mobile LTE",44.565114,-123.293485,24137,32778420,1673,2547077,24,"Portland, OR","2607:fb90:33ae:c4bd:2139:bf21:d1a9:c5a9","2607:fb90:33ae:c4bd:2139:bf21:d1a9:c5a9",No
2023-04-22 19:52,Cell,"AT&T NRNSA",44.559511,-123.263482,17145,25978720,16090,24713492,33,"Bothell, WA","2600:381:4c08:59f4:8ad:7f5b:cf31:7838","2600:381:4c08:59f4:8ad:7f5b:cf31:7838",No
2023-04-22 19:51,Cell,"AT&T NRNSA",44.559546,-123.263231,15004,24850360,7432,12563070,46,"Bothell, WA","2600:381:4c08:59f4:8ad:7f5b:cf31:7838","2600:381:4c08:59f4:8ad:7f5b:cf31:7838",No
2023-04-22 19:50,Cell,"T-Mobile NR",44.559624,-123.263097,533636,539504580,50961,66966895,20,"Portland, OR","2607:fb90:331e:d6b:dca4:a988:f3d6:b765","2607:fb90:331e:d6b:dca4:a988:f3d6:b765",No
2023-04-22 11:11,Cell,"AT&T NRNSA",44.546884,-123.303425,71093,110760636,32979,51000085,86,"Bothell, WA","2600:381:4c1b:c5b2:c4e3:b58a:814:e812","2600:381:4c1b:c5b2:c4e3:b58a:814:e812",No
2023-04-22 11:09,Cell,"T-Mobile NRNSA",44.546931,-123.302746,443885,729358982,49842,41189371,38,"Portland, OR","2607:fb90:331e:d6b:f0d4:dd66:8f78:ff36","2607:fb90:331e:d6b:f0d4:dd66:8f78:ff36",No
2023-04-22 09:23,Cell,"T-Mobile NRNSA",44.547886,-123.301250,192123,319333639,29282,49248446,28,"Portland, OR","2607:fb90:331e:d6b:f0d4:dd66:8f78:ff36","2607:fb90:331e:d6b:f0d4:dd66:8f78:ff36",No
2023-04-20 22:23,Cell,"T-Mobile LTE",44.557518,-123.279272,360,544682,320,454080,42,"Portland, OR","2607:fb90:331b:8702:ad4e:cefb:da26:4e0c","2607:fb90:331b:8702:ad4e:cefb:da26:4e0c",No
2023-04-18 11:34,Cell,"AT&T LTE",44.559887,-123.279204,1167,2476645,1494,2378766,48,"Bothell, WA","2600:381:4c2a:c98e:d051:a1b1:ef19:df23","2600:381:4c2a:c98e:d051:a1b1:ef19:df23",No
2023-04-17 17:30,Cell,"AT&T NRNSA",44.561788,-123.279475,13760,27580796,2309,3553279,38,"Bothell, WA","2600:381:4c16:62e:ed15:d7b3:63dd:4117","2600:381:4c16:62e:ed15:d7b3:63dd:4117",No
2023-04-17 17:22,Cell,"T-Mobile NRNSA",44.561791,-123.279485,14326,25174973,893,1446992,28,"Portland, OR","2607:fb90:3324:2261:c949:285a:31b0:dee7","2607:fb90:3324:2261:c949:285a:31b0:dee7",No
2023-04-16 13:32,Cell,"AT&T NRNSA",44.560038,-123.261704,5884,10055056,931,1164070,88,"Bothell, WA","2600:381:1f1d:ac3e:d191:9dcc:adec:6da6","2600:381:1f1d:ac3e:d191:9dcc:adec:6da6",No
2023-04-14 16:38,Cell,"T-Mobile LTE",44.564490,-123.283863,52752,77427874,12169,21407710,47,"Portland, OR","2607:fb90:3303:adaf:a448:90a4:a4ee:c135","2607:fb90:3303:adaf:a448:90a4:a4ee:c135",No
2023-04-14 16:34,Cell,"T-Mobile LTE",44.564305,-123.289843,92849,147895586,39922,70937470,48,"Portland, OR","2607:fb90:3303:adaf:a448:90a4:a4ee:c135","2607:fb90:3303:adaf:a448:90a4:a4ee:c135",No
2023-04-14 16:30,Cell,"T-Mobile LTE",44.564572,-123.293440,114125,124035596,17849,17296764,48,"Portland, OR","2607:fb90:3303:adaf:a448:90a4:a4ee:c135","2607:fb90:3303:adaf:a448:90a4:a4ee:c135",No
2023-04-13 16:53,Cell,"T-Mobile NRNSA",44.563866,-123.277588,67269,99031426,11277,19893032,22,"Portland, OR","2607:fb90:339e:675a:6c61:626e:b0b3:7f9e","2607:fb90:339e:675a:6c61:626e:b0b3:7f9e",No
2023-04-13 16:52,Cell,"T-Mobile LTE",44.563866,-123.277588,63608,91902252,19474,31611521,22,"Portland, OR","2607:fb90:339e:675a:6c61:626e:b0b3:7f9e","2607:fb90:339e:675a:6c61:626e:b0b3:7f9e",No
2023-04-01 13:39,Cell,"T-Mobile NRNSA",45.547209,-122.235023,97775,102174976,1136,1896267,19,"Portland, OR","2607:fb90:3301:30a0:a55c:ecb4:7587:df94","2607:fb90:3301:30a0:a55c:ecb4:7587:df94",No
2023-04-01 11:10,Cell,"AT&T NRNSA",46.088688,-120.551310,185285,295170611,14468,22133163,49,"Bothell, WA","2600:381:480d:7e35:1cf2:8326:ac3e:9e72","2600:381:480d:7e35:1cf2:8326:ac3e:9e72",No
2023-04-01 11:08,Cell,"Verizon LTE",46.143655,-120.515627,78,110618,48,90184,162,"Wenatchee, WA","100.91.73.177","174.194.137.34",No
2023-04-01 11:05,Cell,"Verizon LTE",46.145348,-120.514160,97,150783,50,107156,156,"Wenatchee, WA","100.91.73.177","174.194.137.34",No
2023-04-01 11:02,Cell,"Verizon LTE",46.200678,-120.483391,92,135447,5,23239,247,"Kennewick, WA","100.113.191.160","174.198.27.248",No
2023-03-31 14:25,Cell,"Verizon LTE",46.390515,-120.531360,3542,5231851,469,716736,49,"Seattle, WA","2600:100f:b08d:5d47:18d2:c13:6a94:c8c","2600:100f:b08d:5d47:18d2:c13:6a94:c8c",No
2023-03-31 14:23,Cell,"AT&T LTE",46.390518,-120.531329,3701,5609818,189,332974,37,"Bothell, WA","2600:381:b919:69b6:18d0:bd29:3e5e:c7ab","2600:381:b919:69b6:18d0:bd29:3e5e:c7ab",No
2023-03-31 12:45,Cell,"AT&T NRNSA",46.447680,-120.429556,63129,90978954,9327,13220336,45,"Hood River, OR","10.25.120.175","166.199.5.100",No
2023-03-31 12:43,Cell,"Verizon LTE",46.447843,-120.429576,33141,48869368,21234,20089685,38,"Seattle, WA","2600:100f:b023:6145:f865:8a27:a991:3219","2600:100f:b023:6145:f865:8a27:a991:3219",No
2023-03-31 12:41,Cell,"T-Mobile NR",46.447520,-120.429430,71827,104351288,35107,51400258,24,"East Wenatchee, WA","2607:fb90:c9a0:4fdb:199:c6bf:751a:e86c","2607:fb90:c9a0:4fdb:199:c6bf:751a:e86c",No
2023-03-31 09:58,Cell,"AT&T NRNSA",46.380117,-120.342614,6905,9630144,862,1576902,41,"Bothell, WA","2600:381:b911:26a1:5c3a:c3ff:b7be:b560","2600:381:b911:26a1:5c3a:c3ff:b7be:b560",No
2023-03-31 09:57,Cell,"Verizon LTE",46.380124,-120.342206,2873,3859688,941,1414512,43,"Seattle, WA","2600:100f:b02b:ee02:9557:3c24:1774:f90","2600:100f:b02b:ee02:9557:3c24:1774:f90",No
2023-03-31 09:56,Cell,"T-Mobile NRNSA",46.380462,-120.342375,263324,403114393,16059,26215471,34,"Easton, WA","2607:fb90:c9af:5a2f:182b:2c06:18b4:3772","172.58.45.184",No
2023-03-30 16:46,Cell,"T-Mobile NRNSA",46.439058,-120.416202,611424,857996039,100848,111162995,23,"East Wenatchee, WA","2607:fb90:b7a8:542e:3155:135f:c0d1:c882","2607:fb90:b7a8:542e:3155:135f:c0d1:c882",No
2023-03-30 11:40,Cell,"AT&T NRNSA",46.446549,-120.421820,59235,68941008,27360,30094580,85,"Bothell, WA","2600:381:b907:f226:2d37:571e:a66c:1d49","2600:381:b907:f226:2d37:571e:a66c:1d49",No
